Numer pomiaru, q1, q2, q3, x, y, z, u1, u2, u3
361, 0.000000, -0.850000, -1.570000, -0.013435, -0.000000, 0.112020, 0.000077, 0.082511, -0.019003
362, 0.000000, -0.850000, -1.490000, -0.004163, -0.000000, 0.102295, -0.000000, 0.072610, -0.017251
363, 0.000000, -0.850000, -1.410000, 0.005857, 0.000000, 0.093343, -0.000000, 0.074091, -0.015772
364, 0.000000, -0.850000, -1.330000, 0.016560, 0.000000, 0.085220, -0.000000, 0.075672, -0.014192
365, 0.000000, -0.850000, -1.250000, 0.027878, 0.000000, 0.077978, 0.000000, 0.077343, -0.012521
366, 0.000000, -0.850000, -1.170000, 0.039738, 0.000000, 0.071664, -0.000000, 0.079094, -0.010770
367, 0.000000, -0.850000, -1.090000, 0.052065, 0.000000, 0.066318, 0.000000, 0.080914, -0.008950
368, 0.000000, -0.850000, -1.010000, 0.064780, 0.000000, 0.061974, 0.000000, 0.082791, -0.007073
369, 0.000000, -0.850000, -0.930000, 0.077802, 0.000000, 0.058660, -0.000000, 0.084713, -0.005151
370, 0.000000, -0.850000, -0.850000, 0.091046, 0.000000, 0.056398, -0.000000, 0.086668, -0.003196
371, 0.000000, -0.850000, -0.770000, 0.104429, 0.000000, 0.055201, -0.000000, 0.088644, -0.001220
372, 0.000000, -0.850000, -0.690000, 0.117865, 0.000000, 0.055077, 0.000000, 0.090628, 0.000764
373, 0.000000, -0.850000, -0.610000, 0.131268, 0.000000, 0.056028, -0.000000, 0.092606, 0.002742
374, 0.000000, -0.850000, -0.530000, 0.144552, 0.000000, 0.058046, 0.000000, 0.094568, 0.004703
375, 0.000000, -0.850000, -0.450000, 0.157632, 0.000000, 0.061120, 0.000000, 0.096499, 0.006634
376, 0.000000, -0.850000, -0.370000, 0.170425, 0.000000, 0.065229, -0.000000, 0.098387, 0.008523
377, 0.000000, -0.850000, -0.290000, 0.182848, 0.000000, 0.070347, 0.000000, 0.100221, 0.010357
378, 0.000000, -0.850000, -0.210000, 0.194823, 0.000000, 0.076442, -0.000000, 0.101989, 0.012125
379, 0.000000, -0.850000, -0.130000, 0.206272, 0.000000, 0.083474, -0.000000, 0.103679, 0.013815
380, 0.000000, -0.850000, -0.050000, 0.217123, 0.000000, 0.091399, 0.000000, 0.105281, 0.015417
381, 0.000000, -0.850000, 0.030000, 0.227305, 0.000000, 0.100165, -0.000000, 0.106784, 0.016920
382, 0.000000, -0.850000, 0.110000, 0.236755, 0.000000, 0.109717, 0.000000, 0.108179, 0.018315
383, 0.000000, -0.850000, 0.190000, 0.245411, 0.000000, 0.119994, 0.000000, 0.109457, 0.019593
384, 0.000000, -0.850000, 0.270000, 0.253218, 0.000000, 0.130930, -0.000000, 0.110610, 0.020746
385, 0.000000, -0.850000, 0.350000, 0.260126, 0.000000, 0.142454, 0.000000, 0.111630, 0.021766
386, 0.000000, -0.850000, 0.430000, 0.266091, 0.000000, 0.154494, 0.000000, 0.112510, 0.022646
387, 0.000000, -0.850000, 0.510000, 0.271075, 0.000000, 0.166972, 0.000000, 0.113246, 0.023382
388, 0.000000, -0.850000, 0.590000, 0.275046, 0.000000, 0.179808, -0.000000, 0.113832, 0.023968
389, 0.000000, -0.850000, 0.670000, 0.277978, 0.000000, 0.192921, 0.000000, 0.114265, 0.024401
390, 0.000000, -0.850000, 0.750000, 0.279853, 0.000000, 0.206226, 0.000000, 0.114542, 0.024678
391, 0.000000, -0.850000, 0.830000, 0.280658, 0.000000, 0.219638, 0.000000, 0.114661, 0.024797
392, 0.000000, -0.850000, 0.910000, 0.280390, 0.000000, 0.233072, -0.000000, 0.114621, 0.024757
393, 0.000000, -0.850000, 0.990000, 0.279048, 0.000000, 0.246441, -0.000000, 0.114423, 0.024559
394, 0.000000, -0.850000, 1.070000, 0.276643, 0.000000, 0.259660, 0.000000, 0.114068, 0.024204
395, 0.000000, -0.850000, 1.150000, 0.273189, 0.000000, 0.272645, -0.000000, 0.113558, 0.023694
396, 0.000000, -0.850000, 1.230000, 0.268708, 0.000000, 0.285312, 0.000000, 0.112897, 0.023033
397, 0.000000, -0.850000, 1.310000, 0.263229, 0.000000, 0.297581, -0.000000, 0.112088, 0.022224
398, 0.000000, -0.850000, 1.390000, 0.256787, 0.000000, 0.309372, -0.000000, 0.111137, 0.021273
399, 0.000000, -0.850000, 1.470000, 0.249424, 0.000000, 0.320611, 0.000000, 0.110050, 0.020186
400, 0.000000, -0.850000, 1.550000, 0.241185, 0.000000, 0.331226, -0.000000, 0.108833, 0.018969
401, 0.000000, -0.770000, -1.570000, -0.012434, -0.000000, 0.110985, -0.000153, 0.047847, -0.016556
402, 0.000000, -0.770000, -1.490000, -0.002415, -0.000000, 0.102032, -0.000000, 0.069863, -0.015772
403, 0.000000, -0.770000, -1.410000, 0.008288, 0.000000, 0.093909, -0.000000, 0.071456, -0.014192
404, 0.000000, -0.770000, -1.330000, 0.019606, 0.000000, 0.086667, 0.000000, 0.073127, -0.012521
405, 0.000000, -0.770000, -1.250000, 0.031467, 0.000000, 0.080353, 0.000000, 0.074878, -0.010770
406, 0.000000, -0.770000, -1.170000, 0.043794, 0.000000, 0.075007, 0.000000, 0.076697, -0.008950
407, 0.000000, -0.770000, -1.090000, 0.056509, 0.000000, 0.070663, 0.000000, 0.078575, -0.007073
408, 0.000000, -0.770000, -1.010000, 0.069530, 0.000000, 0.067350, -0.000000, 0.080497, -0.005151
409, 0.000000, -0.770000, -0.930000, 0.082774, 0.000000, 0.065087, -0.000000, 0.082452, -0.003196
410, 0.000000, -0.770000, -0.850000, 0.096157, 0.000000, 0.063890, -0.000000, 0.084428, -0.001220
411, 0.000000, -0.770000, -0.770000, 0.109593, 0.000000, 0.063766, 0.000000, 0.086411, 0.000764
412, 0.000000, -0.770000, -0.690000, 0.122996, 0.000000, 0.064717, 0.000000, 0.088390, 0.002742
413, 0.000000, -0.770000, -0.610000, 0.136280, 0.000000, 0.066735, 0.000000, 0.090351, 0.004703
414, 0.000000, -0.770000, -0.530000, 0.149360, 0.000000, 0.069809, 0.000000, 0.092282, 0.006634
415, 0.000000, -0.770000, -0.450000, 0.162153, 0.000000, 0.073918, -0.000000, 0.094171, 0.008523
416, 0.000000, -0.770000, -0.370000, 0.174576, 0.000000, 0.079036, -0.000000, 0.096005, 0.010357
417, 0.000000, -0.770000, -0.290000, 0.186551, 0.000000, 0.085131, 0.000000, 0.097773, 0.012125
418, 0.000000, -0.770000, -0.210000, 0.198000, 0.000000, 0.092163, 0.000000, 0.099463, 0.013815
419, 0.000000, -0.770000, -0.130000, 0.208851, 0.000000, 0.100088, -0.000000, 0.101065, 0.015417
420, 0.000000, -0.770000, -0.050000, 0.219033, 0.000000, 0.108854, -0.000000, 0.102568, 0.016920
421, 0.000000, -0.770000, 0.030000, 0.228483, 0.000000, 0.118406, -0.000000, 0.103963, 0.018315
422, 0.000000, -0.770000, 0.110000, 0.237139, 0.000000, 0.128683, 0.000000, 0.105241, 0.019593
423, 0.000000, -0.770000, 0.190000, 0.244946, 0.000000, 0.139619, -0.000000, 0.106394, 0.020746
424, 0.000000, -0.770000, 0.270000, 0.251854, 0.000000, 0.151143, 0.000000, 0.107413, 0.021766
425, 0.000000, -0.770000, 0.350000, 0.257819, 0.000000, 0.163183, 0.000000, 0.108294, 0.022646
426, 0.000000, -0.770000, 0.430000, 0.262803, 0.000000, 0.175661, 0.000000, 0.109030, 0.023382
427, 0.000000, -0.770000, 0.510000, 0.266774, 0.000000, 0.188497, 0.000000, 0.109616, 0.023968
428, 0.000000, -0.770000, 0.590000, 0.269706, 0.000000, 0.201610, 0.000000, 0.110049, 0.024401
429, 0.000000, -0.770000, 0.670000, 0.271581, 0.000000, 0.214915, -0.000000, 0.110326, 0.024678
430, 0.000000, -0.770000, 0.750000, 0.272387, 0.000000, 0.228327, -0.000000, 0.110445, 0.024797
431, 0.000000, -0.770000, 0.830000, 0.272118, 0.000000, 0.241761, 0.000000, 0.110405, 0.024757
432, 0.000000, -0.770000, 0.910000, 0.270777, 0.000000, 0.255130, 0.000000, 0.110207, 0.024559
433, 0.000000, -0.770000, 0.990000, 0.268371, 0.000000, 0.268349, 0.000000, 0.109852, 0.024204
434, 0.000000, -0.770000, 1.070000, 0.264917, 0.000000, 0.281334, 0.000000, 0.109342, 0.023694
435, 0.000000, -0.770000, 1.150000, 0.260436, 0.000000, 0.294001, 0.000000, 0.108680, 0.023033
436, 0.000000, -0.770000, 1.230000, 0.254957, 0.000000, 0.306270, -0.000000, 0.107871, 0.022224
437, 0.000000, -0.770000, 1.310000, 0.248515, 0.000000, 0.318062, -0.000000, 0.106920, 0.021273
438, 0.000000, -0.770000, 1.390000, 0.241152, 0.000000, 0.329301, -0.000000, 0.105833, 0.020186
439, 0.000000, -0.770000, 1.470000, 0.232914, 0.000000, 0.339915, 0.000000, 0.104617, 0.018969
440, 0.000000, -0.770000, 1.550000, 0.223854, 0.000000, 0.349838, -0.000000, 0.103278, 0.017632
441, 0.000000, -0.690000, -1.570000, -0.011354, -0.000000, 0.110032, -0.000192, 0.041135, -0.014961
442, 0.000000, -0.690000, -1.490000, -0.000651, -0.000000, 0.101909, -0.000000, 0.066668, -0.014192
443, 0.000000, -0.690000, -1.410000, 0.010666, 0.000000, 0.094668, -0.000000, 0.068362, -0.012521
444, 0.000000, -0.690000, -1.330000, 0.022527, 0.000000, 0.088354, -0.000000, 0.070113, -0.010770
445, 0.000000, -0.690000, -1.250000, 0.034854, 0.000000, 0.083008, 0.000000, 0.071933, -0.008950
446, 0.000000, -0.690000, -1.170000, 0.047569, 0.000000, 0.078664, 0.000000, 0.073810, -0.007073
447, 0.000000, -0.690000, -1.090000, 0.060590, 0.000000, 0.075350, 0.000000, 0.075733, -0.005151
448, 0.000000, -0.690000, -1.010000, 0.073835, 0.000000, 0.073087, 0.000000, 0.077688, -0.003196
449, 0.000000, -0.690000, -0.930000, 0.087218, 0.000000, 0.071890, 0.000000, 0.079664, -0.001220
450, 0.000000, -0.690000, -0.850000, 0.100654, 0.000000, 0.071767, 0.000000, 0.081647, 0.000764
451, 0.000000, -0.690000, -0.770000, 0.114056, 0.000000, 0.072717, -0.000000, 0.083626, 0.002742
452, 0.000000, -0.690000, -0.690000, 0.127340, 0.000000, 0.074736, -0.000000, 0.085587, 0.004703
453, 0.000000, -0.690000, -0.610000, 0.140420, 0.000000, 0.077809, -0.000000, 0.087518, 0.006634
454, 0.000000, -0.690000, -0.530000, 0.153213, 0.000000, 0.081918, 0.000000, 0.089407, 0.008523
455, 0.000000, -0.690000, -0.450000, 0.165636, 0.000000, 0.087037, 0.000000, 0.091241, 0.010357
456, 0.000000, -0.690000, -0.370000, 0.177611, 0.000000, 0.093131, 0.000000, 0.093009, 0.012125
457, 0.000000, -0.690000, -0.290000, 0.189060, 0.000000, 0.100163, 0.000000, 0.094699, 0.013815
458, 0.000000, -0.690000, -0.210000, 0.199911, 0.000000, 0.108088, 0.000000, 0.096301, 0.015417
459, 0.000000, -0.690000, -0.130000, 0.210094, 0.000000, 0.116854, -0.000000, 0.097804, 0.016920
460, 0.000000, -0.690000, -0.050000, 0.219543, 0.000000, 0.126407, -0.000000, 0.099199, 0.018315
461, 0.000000, -0.690000, 0.030000, 0.228199, 0.000000, 0.136683, 0.000000, 0.100477, 0.019593
462, 0.000000, -0.690000, 0.110000, 0.236006, 0.000000, 0.147619, 0.000000, 0.101629, 0.020746
463, 0.000000, -0.690000, 0.190000, 0.242914, 0.000000, 0.159143, -0.000000, 0.102649, 0.021766
464, 0.000000, -0.690000, 0.270000, 0.248880, 0.000000, 0.171183, 0.000000, 0.103530, 0.022646
465, 0.000000, -0.690000, 0.350000, 0.253863, 0.000000, 0.183661, 0.000000, 0.104266, 0.023382
466, 0.000000, -0.690000, 0.430000, 0.257834, 0.000000, 0.196497, -0.000000, 0.104852, 0.023968
467, 0.000000, -0.690000, 0.510000, 0.260766, 0.000000, 0.209610, -0.000000, 0.105285, 0.024401
468, 0.000000, -0.690000, 0.590000, 0.262641, 0.000000, 0.222915, -0.000000, 0.105562, 0.024678
469, 0.000000, -0.690000, 0.670000, 0.263447, 0.000000, 0.236327, -0.000000, 0.105681, 0.024797
470, 0.000000, -0.690000, 0.750000, 0.263178, 0.000000, 0.249761, -0.000000, 0.105641, 0.024757
471, 0.000000, -0.690000, 0.830000, 0.261837, 0.000000, 0.263130, -0.000000, 0.105443, 0.024559
472, 0.000000, -0.690000, 0.910000, 0.259431, 0.000000, 0.276350, 0.000000, 0.105088, 0.024204
473, 0.000000, -0.690000, 0.990000, 0.255977, 0.000000, 0.289334, -0.000000, 0.104578, 0.023694
474, 0.000000, -0.690000, 1.070000, 0.251496, 0.000000, 0.302002, 0.000000, 0.103916, 0.023033
475, 0.000000, -0.690000, 1.150000, 0.246017, 0.000000, 0.314270, -0.000000, 0.103107, 0.022224
476, 0.000000, -0.690000, 1.230000, 0.239576, 0.000000, 0.326062, -0.000000, 0.102156, 0.021273
477, 0.000000, -0.690000, 1.310000, 0.232212, 0.000000, 0.337301, 0.000000, 0.101069, 0.020186
478, 0.000000, -0.690000, 1.390000, 0.223974, 0.000000, 0.347916, -0.000000, 0.099853, 0.018969
479, 0.000000, -0.690000, 1.470000, 0.214914, 0.000000, 0.357838, -0.000000, 0.098515, 0.017632
480, 0.000000, -0.690000, 1.550000, 0.205090, 0.000000, 0.367005, -0.000000, 0.097061, 0.016182
481, 0.000000, -0.610000, -1.570000, -0.010202, -0.000000, 0.109170, -0.000069, 0.053289, -0.013918
482, 0.000000, -0.610000, -1.490000, 0.001116, 0.000000, 0.101928, -0.000000, 0.063072, -0.012521
483, 0.000000, -0.610000, -1.410000, 0.012976, 0.000000, 0.095614, -0.000000, 0.064832, -0.010770
484, 0.000000, -0.610000, -1.330000, 0.025303, 0.000000, 0.090268, 0.000000, 0.066652, -0.008950
485, 0.000000, -0.610000, -1.250000, 0.038018, 0.000000, 0.085924, 0.000000, 0.068529, -0.007073
486, 0.000000, -0.610000, -1.170000, 0.051040, 0.000000, 0.082610, 0.000000, 0.070451, -0.005151
487, 0.000000, -0.610000, -1.090000, 0.064284, 0.000000, 0.080348, 0.000000, 0.072407, -0.003196
488, 0.000000, -0.610000, -1.010000, 0.077667, 0.000000, 0.079151, 0.000000, 0.074382, -0.001220
489, 0.000000, -0.610000, -0.930000, 0.091103, 0.000000, 0.079027, 0.000000, 0.076366, 0.000764
490, 0.000000, -0.610000, -0.850000, 0.104506, 0.000000, 0.079977, 0.000000, 0.078344, 0.002742
491, 0.000000, -0.610000, -0.770000, 0.117790, 0.000000, 0.081996, 0.000000, 0.080306, 0.004703
492, 0.000000, -0.610000, -0.690000, 0.130870, 0.000000, 0.085069, 0.000000, 0.082237, 0.006634
493, 0.000000, -0.610000, -0.610000, 0.143663, 0.000000, 0.089179, 0.000000, 0.084125, 0.008523
494, 0.000000, -0.610000, -0.530000, 0.156086, 0.000000, 0.094297, 0.000000, 0.085959, 0.010357
495, 0.000000, -0.610000, -0.450000, 0.168061, 0.000000, 0.100392, 0.000000, 0.087727, 0.012125
496, 0.000000, -0.610000, -0.370000, 0.179510, 0.000000, 0.107424, 0.000000, 0.089417, 0.013815
497, 0.000000, -0.610000, -0.290000, 0.190361, 0.000000, 0.115348, -0.000000, 0.091019, 0.015417
498, 0.000000, -0.610000, -0.210000, 0.200543, 0.000000, 0.124115, -0.000000, 0.092522, 0.016920
499, 0.000000, -0.610000, -0.130000, 0.209993, 0.000000, 0.133667, -0.000000, 0.093918, 0.018315
500, 0.000000, -0.610000, -0.050000, 0.218649, 0.000000, 0.143944, -0.000000, 0.095195, 0.019593
501, 0.000000, -0.610000, 0.030000, 0.226456, 0.000000, 0.154879, -0.000000, 0.096348, 0.020746
502, 0.000000, -0.610000, 0.110000, 0.233364, 0.000000, 0.166404, -0.000000, 0.097368, 0.021766
503, 0.000000, -0.610000, 0.190000, 0.239329, 0.000000, 0.178444, 0.000000, 0.098248, 0.022646
504, 0.000000, -0.610000, 0.270000, 0.244313, 0.000000, 0.190921, 0.000000, 0.098984, 0.023382
505, 0.000000, -0.610000, 0.350000, 0.248284, 0.000000, 0.203758, -0.000000, 0.099570, 0.023968
506, 0.000000, -0.610000, 0.430000, 0.251216, 0.000000, 0.216870, -0.000000, 0.100003, 0.024401
507, 0.000000, -0.610000, 0.510000, 0.253091, 0.000000, 0.230175, 0.000000, 0.100280, 0.024678
508, 0.000000, -0.610000, 0.590000, 0.253897, 0.000000, 0.243588, -0.000000, 0.100399, 0.024797
509, 0.000000, -0.610000, 0.670000, 0.253628, 0.000000, 0.257021, 0.000000, 0.100359, 0.024757
510, 0.000000, -0.610000, 0.750000, 0.252286, 0.000000, 0.270391, 0.000000, 0.100161, 0.024559
511, 0.000000, -0.610000, 0.830000, 0.249881, 0.000000, 0.283610, 0.000000, 0.099806, 0.024204
512, 0.000000, -0.610000, 0.910000, 0.246427, 0.000000, 0.296595, 0.000000, 0.099296, 0.023694
513, 0.000000, -0.610000, 0.990000, 0.241946, 0.000000, 0.309262, 0.000000, 0.098635, 0.023033
514, 0.000000, -0.610000, 1.070000, 0.236467, 0.000000, 0.321531, -0.000000, 0.097826, 0.022224
515, 0.000000, -0.610000, 1.150000, 0.230025, 0.000000, 0.333322, -0.000000, 0.096875, 0.021273
516, 0.000000, -0.610000, 1.230000, 0.222662, 0.000000, 0.344561, -0.000000, 0.095788, 0.020186
517, 0.000000, -0.610000, 1.310000, 0.214424, 0.000000, 0.355176, -0.000000, 0.094572, 0.018969
518, 0.000000, -0.610000, 1.390000, 0.205364, 0.000000, 0.365098, -0.000000, 0.093234, 0.017632
519, 0.000000, -0.610000, 1.470000, 0.195540, 0.000000, 0.374265, -0.000000, 0.091783, 0.016182
520, 0.000000, -0.610000, 1.550000, 0.185014, 0.000000, 0.382617, 0.000000, 0.090232, 0.014628
521, 0.000000, -0.530000, -1.570000, -0.008984, -0.000000, 0.108402, -0.000009, 0.056343, -0.012489
522, 0.000000, -0.530000, -1.490000, 0.002876, 0.000000, 0.102088, -0.000000, 0.059066, -0.010770
523, 0.000000, -0.530000, -1.410000, 0.015203, 0.000000, 0.096742, -0.000000, 0.060887, -0.008950
524, 0.000000, -0.530000, -1.330000, 0.027918, 0.000000, 0.092398, 0.000000, 0.062764, -0.007073
525, 0.000000, -0.530000, -1.250000, 0.040940, 0.000000, 0.089084, 0.000000, 0.064686, -0.005151
526, 0.000000, -0.530000, -1.170000, 0.054184, 0.000000, 0.086821, -0.000000, 0.066641, -0.003196
527, 0.000000, -0.530000, -1.090000, 0.067567, 0.000000, 0.085624, 0.000000, 0.068617, -0.001220
528, 0.000000, -0.530000, -1.010000, 0.081003, 0.000000, 0.085501, -0.000000, 0.070601, 0.000764
529, 0.000000, -0.530000, -0.930000, 0.094406, 0.000000, 0.086451, -0.000000, 0.072579, 0.002742
530, 0.000000, -0.530000, -0.850000, 0.107690, 0.000000, 0.088470, 0.000000, 0.074540, 0.004703
531, 0.000000, -0.530000, -0.770000, 0.120770, 0.000000, 0.091543, -0.000000, 0.076472, 0.006634
532, 0.000000, -0.530000, -0.690000, 0.133563, 0.000000, 0.095652, -0.000000, 0.078360, 0.008523
533, 0.000000, -0.530000, -0.610000, 0.145986, 0.000000, 0.100771, 0.000000, 0.080194, 0.010357
534, 0.000000, -0.530000, -0.530000, 0.157961, 0.000000, 0.106865, -0.000000, 0.081962, 0.012125
535, 0.000000, -0.530000, -0.450000, 0.169410, 0.000000, 0.113898, -0.000000, 0.083652, 0.013815
536, 0.000000, -0.530000, -0.370000, 0.180261, 0.000000, 0.121822, 0.000000, 0.085254, 0.015417
537, 0.000000, -0.530000, -0.290000, 0.190443, 0.000000, 0.130589, -0.000000, 0.086757, 0.016920
538, 0.000000, -0.530000, -0.210000, 0.199893, 0.000000, 0.140141, 0.000000, 0.088152, 0.018315
539, 0.000000, -0.530000, -0.130000, 0.208549, 0.000000, 0.150417, 0.000000, 0.089430, 0.019593
540, 0.000000, -0.530000, -0.050000, 0.216356, 0.000000, 0.161353, -0.000000, 0.090583, 0.020746
541, 0.000000, -0.530000, 0.030000, 0.223264, 0.000000, 0.172878, 0.000000, 0.091603, 0.021766
542, 0.000000, -0.530000, 0.110000, 0.229229, 0.000000, 0.184917, 0.000000, 0.092483, 0.022646
543, 0.000000, -0.530000, 0.190000, 0.234213, 0.000000, 0.197395, 0.000000, 0.093219, 0.023382
544, 0.000000, -0.530000, 0.270000, 0.238183, 0.000000, 0.210232, -0.000000, 0.093805, 0.023968
545, 0.000000, -0.530000, 0.350000, 0.241116, 0.000000, 0.223344, 0.000000, 0.094238, 0.024401
546, 0.000000, -0.530000, 0.430000, 0.242991, 0.000000, 0.236649, 0.000000, 0.094515, 0.024678
547, 0.000000, -0.530000, 0.510000, 0.243796, 0.000000, 0.250061, -0.000000, 0.094634, 0.024797
548, 0.000000, -0.530000, 0.590000, 0.243528, 0.000000, 0.263495, 0.000000, 0.094594, 0.024757
549, 0.000000, -0.530000, 0.670000, 0.242186, 0.000000, 0.276864, -0.000000, 0.094396, 0.024559
550, 0.000000, -0.530000, 0.750000, 0.239781, 0.000000, 0.290084, 0.000000, 0.094041, 0.024204
551, 0.000000, -0.530000, 0.830000, 0.236326, 0.000000, 0.303069, -0.000000, 0.093531, 0.023694
552, 0.000000, -0.530000, 0.910000, 0.231846, 0.000000, 0.315736, -0.000000, 0.092870, 0.023033
553, 0.000000, -0.530000, 0.990000, 0.226367, 0.000000, 0.328004, -0.000000, 0.092061, 0.022224
554, 0.000000, -0.530000, 1.070000, 0.219925, 0.000000, 0.339796, 0.000000, 0.091110, 0.021273
555, 0.000000, -0.530000, 1.150000, 0.212562, 0.000000, 0.351035, -0.000000, 0.090023, 0.020186
556, 0.000000, -0.530000, 1.230000, 0.204323, 0.000000, 0.361650, 0.000000, 0.088807, 0.018969
557, 0.000000, -0.530000, 1.310000, 0.195263, 0.000000, 0.371572, 0.000000, 0.087469, 0.017632
558, 0.000000, -0.530000, 1.390000, 0.185439, 0.000000, 0.380739, 0.000000, 0.086019, 0.016182
559, 0.000000, -0.530000, 1.470000, 0.174914, 0.000000, 0.389091, 0.000000, 0.084465, 0.014628
560, 0.000000, -0.530000, 1.550000, 0.163755, 0.000000, 0.396575, 0.000000, 0.082818, 0.012980
561, 0.000000, -0.450000, -1.570000, -0.007709, -0.000000, 0.107734, -0.000081, 0.044156, -0.010478
562, 0.000000, -0.450000, -1.490000, 0.004618, 0.000000, 0.102388, -0.000000, 0.054674, -0.008950
563, 0.000000, -0.450000, -1.410000, 0.017333, 0.000000, 0.098044, -0.000000, 0.056552, -0.007073
564, 0.000000, -0.450000, -1.330000, 0.030354, 0.000000, 0.094730, -0.000000, 0.058474, -0.005151
565, 0.000000, -0.450000, -1.250000, 0.043599, 0.000000, 0.092467, 0.000000, 0.060430, -0.003196
566, 0.000000, -0.450000, -1.170000, 0.056982, 0.000000, 0.091270, 0.000000, 0.062405, -0.001220
567, 0.000000, -0.450000, -1.090000, 0.070418, 0.000000, 0.091147, 0.000000, 0.064389, 0.000764
568, 0.000000, -0.450000, -1.010000, 0.083821, 0.000000, 0.092097, -0.000000, 0.066368, 0.002742
569, 0.000000, -0.450000, -0.930000, 0.097105, 0.000000, 0.094116, 0.000000, 0.068329, 0.004703
570, 0.000000, -0.450000, -0.850000, 0.110185, 0.000000, 0.097189, 0.000000, 0.070260, 0.006634
571, 0.000000, -0.450000, -0.770000, 0.122977, 0.000000, 0.101298, 0.000000, 0.072148, 0.008523
572, 0.000000, -0.450000, -0.690000, 0.135401, 0.000000, 0.106417, -0.000000, 0.073982, 0.010357
573, 0.000000, -0.450000, -0.610000, 0.147375, 0.000000, 0.112511, 0.000000, 0.075750, 0.012125
574, 0.000000, -0.450000, -0.530000, 0.158825, 0.000000, 0.119544, 0.000000, 0.077440, 0.013815
575, 0.000000, -0.450000, -0.450000, 0.169675, 0.000000, 0.127468, 0.000000, 0.079042, 0.015417
576, 0.000000, -0.450000, -0.370000, 0.179858, 0.000000, 0.136235, -0.000000, 0.080546, 0.016920
577, 0.000000, -0.450000, -0.290000, 0.189308, 0.000000, 0.145787, -0.000000, 0.081941, 0.018315
578, 0.000000, -0.450000, -0.210000, 0.197964, 0.000000, 0.156063, -0.000000, 0.083218, 0.019593
579, 0.000000, -0.450000, -0.130000, 0.205771, 0.000000, 0.166999, 0.000000, 0.084371, 0.020746
580, 0.000000, -0.450000, -0.050000, 0.212679, 0.000000, 0.178524, -0.000000, 0.085391, 0.021766
581, 0.000000, -0.450000, 0.030000, 0.218644, 0.000000, 0.190563, 0.000000, 0.086271, 0.022646
582, 0.000000, -0.450000, 0.110000, 0.223628, 0.000000, 0.203041, -0.000000, 0.087007, 0.023382
583, 0.000000, -0.450000, 0.190000, 0.227598, 0.000000, 0.215878, -0.000000, 0.087593, 0.023968
584, 0.000000, -0.450000, 0.270000, 0.230531, 0.000000, 0.228990, 0.000000, 0.088026, 0.024401
585, 0.000000, -0.450000, 0.350000, 0.232406, 0.000000, 0.242295, 0.000000, 0.088303, 0.024678
586, 0.000000, -0.450000, 0.430000, 0.233211, 0.000000, 0.255707, 0.000000, 0.088422, 0.024797
587, 0.000000, -0.450000, 0.510000, 0.232942, 0.000000, 0.269141, 0.000000, 0.088382, 0.024757
588, 0.000000, -0.450000, 0.590000, 0.231601, 0.000000, 0.282510, -0.000000, 0.088184, 0.024559
589, 0.000000, -0.450000, 0.670000, 0.229196, 0.000000, 0.295730, 0.000000, 0.087829, 0.024204
590, 0.000000, -0.450000, 0.750000, 0.225741, 0.000000, 0.308715, 0.000000, 0.087319, 0.023694
591, 0.000000, -0.450000, 0.830000, 0.221260, 0.000000, 0.321382, 0.000000, 0.086658, 0.023033
592, 0.000000, -0.450000, 0.910000, 0.215782, 0.000000, 0.333650, 0.000000, 0.085849, 0.022224
593, 0.000000, -0.450000, 0.990000, 0.209340, 0.000000, 0.345442, -0.000000, 0.084898, 0.021273
594, 0.000000, -0.450000, 1.070000, 0.201976, 0.000000, 0.356681, -0.000000, 0.083811, 0.020186
595, 0.000000, -0.450000, 1.150000, 0.193738, 0.000000, 0.367296, -0.000000, 0.082595, 0.018969
596, 0.000000, -0.450000, 1.230000, 0.184678, 0.000000, 0.377218, -0.000000, 0.081257, 0.017632
597, 0.000000, -0.450000, 1.310000, 0.174854, 0.000000, 0.386385, -0.000000, 0.079807, 0.016182
598, 0.000000, -0.450000, 1.390000, 0.164329, 0.000000, 0.394737, -0.000000, 0.078253, 0.014628
599, 0.000000, -0.450000, 1.470000, 0.153170, 0.000000, 0.402221, -0.000000, 0.076606, 0.012980
600, 0.000000, -0.450000, 1.550000, 0.141449, 0.000000, 0.408790, 0.000000, 0.074877, 0.011250
601, 0.000000, -0.370000, -1.570000, -0.006384, -0.000000, 0.107170, -0.000023, 0.045677, -0.008871
602, 0.000000, -0.370000, -1.490000, 0.006331, 0.000000, 0.102826, 0.000000, 0.049933, -0.007073
603, 0.000000, -0.370000, -1.410000, 0.019352, 0.000000, 0.099512, 0.000000, 0.051856, -0.005151
604, 0.000000, -0.370000, -1.330000, 0.032596, 0.000000, 0.097249, 0.000000, 0.053811, -0.003196
605, 0.000000, -0.370000, -1.250000, 0.045979, 0.000000, 0.096052, 0.000000, 0.055787, -0.001220
606, 0.000000, -0.370000, -1.170000, 0.059415, 0.000000, 0.095929, 0.000000, 0.057770, 0.000764
607, 0.000000, -0.370000, -1.090000, 0.072818, 0.000000, 0.096879, 0.000000, 0.059749, 0.002742
608, 0.000000, -0.370000, -1.010000, 0.086102, 0.000000, 0.098898, 0.000000, 0.061710, 0.004703
609, 0.000000, -0.370000, -0.930000, 0.099182, 0.000000, 0.101971, 0.000000, 0.063641, 0.006634
